0,464164736,0,0
1,400544576,1,1
2,299293952,2,1
3,369568000,3,2
4,299293952,4,1
5,392777088,5,2
6,351893440,6,2
7,396745856,7,3
8,400544576,8,1
9,285901376,9,2
10,392777088,10,2
11,446886272,11,3
12,369568000,12,2
13,446886272,13,3
14,396745856,14,3
15,569081216,15,4
16,67466240,16,1
17,45915328,17,2
18,52625856,18,2
19,31653184,19,3
20,72562304,20,2
21,49777024,21,3
22,119036992,22,3
23,41891456,23,4
24,66555328,24,2
25,26535232,25,3
26,47610752,26,3
27,38522752,27,4
28,90932288,28,3
29,50188480,29,4
30,115948608,30,4
31,59928128,31,5
32,53774144,32,1
33,49168384,33,2
34,22378496,34,2
35,21929472,35,3
36,36521792,36,2
37,21344704,37,3
38,20251520,38,3
39,18126720,39,4
40,55096640,40,2
41,40178880,41,3
42,27452864,42,3
43,27778560,43,4
44,80984000,44,3
45,59017280,45,4
46,24777024,46,4
47,29084416,47,5
48,37695360,48,2
49,11391936,49,3
50,9912960,50,3
51,12143744,51,4
52,21074560,52,3
53,3787136,53,4
54,11985344,54,4
55,9752256,55,5
56,39476480,56,3
57,8377472,57,4
58,10507456,58,4
59,13171840,59,5
60,50993856,60,4
61,11966400,61,5
62,15167424,62,5
63,17687936,63,6
64,53774144,64,1
65,55096640,65,2
66,36521792,66,2
67,80984000,67,3
68,22378496,68,2
69,27452864,69,3
70,20251520,70,3
71,24777024,71,4
72,49168384,72,2
73,40178880,73,3
74,21344704,74,3
75,59017280,75,4
76,21929472,76,3
77,27778560,77,4
78,18126720,78,4
79,29084416,79,5
80,37096832,80,2
81,8505856,81,3
82,19771520,82,3
83,13605120,83,4
84,7443968,84,3
85,8456640,85,4
86,11638272,86,4
87,5704640,87,5
88,37840064,88,3
89,7865088,89,4
90,19511168,90,4
91,11998592,91,5
92,7853952,92,4
93,7991936,93,5
94,10192064,94,5
95,7181888,95,6
96,37214848,96,2
97,25366272,97,3
98,7168960,98,3
99,9927424,99,4
100,7168960,100,3
101,3594688,101,4
102,10069504,102,4
103,8417536,103,5
104,25366272,104,3
105,11626176,105,4
106,3594688,106,4
107,5788672,107,5
108,9927424,108,4
109,5788672,109,5
110,8417536,110,5
111,10011520,111,6
112,27129024,112,3
113,7131840,113,4
114,3440384,114,4
115,6109376,115,5
116,5255872,116,4
117,1771200,117,5
118,5144384,118,5
119,5206208,119,6
120,23029440,120,4
121,5298304,121,5
122,2481472,122,5
123,4186496,123,6
124,7778368,124,5
125,2473792,125,6
126,5939072,126,6
127,6632960,127,7
128,67466240,128,1
129,66555328,129,2
130,72562304,130,2
131,90932288,131,3
132,52625856,132,2
133,47610752,133,3
134,119036992,134,3
135,115948608,135,4
136,45915328,136,2
137,26535232,137,3
138,49777024,138,3
139,50188480,139,4
140,31653184,140,3
141,38522752,141,4
142,41891456,142,4
143,59928128,143,5
144,24667520,144,2
145,6933184,145,3
146,4030528,146,3
147,6624384,147,4
148,4030528,148,3
149,3058560,149,4
150,7794688,150,4
151,8001664,151,5
152,6933184,152,3
153,3650880,153,4
154,3058560,154,4
155,3263168,155,5
156,6624384,156,4
157,3263168,157,5
158,8001664,158,5
159,4546624,159,6
160,37096832,160,2
161,37840064,161,3
162,7443968,162,3
163,7853952,163,4
164,19771520,164,3
165,19511168,165,4
166,11638272,166,4
167,10192064,167,5
168,8505856,168,3
169,7865088,169,4
170,8456640,170,4
171,7991936,171,5
172,13605120,172,4
173,11998592,173,5
174,5704640,174,5
175,7181888,175,6
176,24213056,176,3
177,7895040,177,4
178,1431488,178,4
179,4061120,179,5
180,7863808,180,4
181,2239488,181,5
182,2756288,182,5
183,4307840,183,6
184,5445696,184,4
185,1068608,185,5
186,2183040,186,5
187,3309632,187,6
188,6485056,188,5
189,1652160,189,6
190,2570176,190,6
191,3061568,191,7
192,37695360,192,2
193,39476480,193,3
194,21074560,194,3
195,50993856,195,4
196,9912960,196,3
197,10507456,197,4
198,11985344,198,4
199,15167424,199,5
200,11391936,200,3
201,8377472,201,4
202,3787136,202,4
203,11966400,203,5
204,12143744,204,4
205,13171840,205,5
206,9752256,206,5
207,17687936,207,6
208,24213056,208,3
209,5445696,209,4
210,7863808,210,4
211,6485056,211,5
212,1431488,212,4
213,2183040,213,5
214,2756288,214,5
215,2570176,215,6
216,7895040,216,4
217,1068608,217,5
218,2239488,218,5
219,1652160,219,6
220,4061120,220,5
221,3309632,221,6
222,4307840,222,6
223,3061568,223,7
224,27129024,224,3
225,23029440,225,4
226,5255872,226,4
227,7778368,227,5
228,3440384,228,4
229,2481472,229,5
230,5144384,230,5
231,5939072,231,6
232,7131840,232,4
233,5298304,233,5
234,1771200,234,5
235,2473792,235,6
236,6109376,236,5
237,4186496,237,6
238,5206208,238,6
239,6632960,239,7
240,21756352,240,4
241,6461632,241,5
242,1917952,242,5
243,4332416,243,6
244,1917952,244,5
245,728896,245,6
246,2529728,246,6
247,3044480,247,7
248,6461632,248,5
249,1452288,249,6
250,728896,250,6
251,1304640,251,7
252,4332416,252,6
253,1304640,253,7
254,3044480,254,7
255,4393920,255,8
256,48278976,256,1
257,53670080,257,2
258,42069120,258,2
259,68199680,259,3
260,43360768,260,2
261,40660032,261,3
262,66636352,262,3
263,74933824,263,4
264,46087808,264,2
265,33491456,265,3
266,38549184,266,3
267,82461312,267,4
268,58093376,268,3
269,44479040,269,4
270,61500480,270,4
271,96010944,271,5
272,29212864,272,2
273,13486656,273,3
274,27249536,274,3
275,10167040,275,4
276,34193536,276,3
277,13919168,277,4
278,54304192,278,4
279,12563648,279,5
280,29367040,280,3
281,7171072,281,4
282,21655296,282,4
283,11787200,283,5
284,44265984,284,4
285,13043456,285,5
286,49094784,286,5
287,18080000,287,6
288,13048448,288,2
289,7474432,289,3
290,4356416,290,3
291,3868288,291,4
292,11242368,292,3
293,2811392,293,4
294,3779264,294,4
295,2509120,295,5
296,14759296,296,3
297,5177088,297,4
298,3884224,298,4
299,4759488,299,5
300,21857920,300,4
301,6890304,301,5
302,3953600,302,5
303,3657728,303,6
304,12824704,304,3
305,2608000,305,4
306,2863808,306,4
307,3725440,307,5
308,7282112,308,4
309,909760,309,5
310,2485952,310,5
311,2200768,311,6
312,13592640,312,4
313,1759424,313,5
314,2942784,314,5
315,3500096,315,6
316,17365824,316,5
317,2439296,317,6
318,2858368,318,6
319,3578432,319,7
320,20734144,320,2
321,6710528,321,3
322,6423168,322,3
323,13120640,323,4
324,5353216,324,3
325,4182720,325,4
326,6482944,326,4
327,7925888,327,5
328,21598080,328,3
329,5123904,329,4
330,5343040,330,4
331,9163008,331,5
332,5906368,332,4
